"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
6691.63071152967,1.03312806505683,0.0539844086455264,19.1375267596349,1.22970310369592e-81,1.24372171907806e-77,"ENSG00000169429"
1795.00465117553,1.0718963637604,0.0874405699288581,12.2585701881003,1.51143214659003e-34,3.05732494612232e-31,"ENSG00000106366"
955.392999863498,1.42275574990955,0.131054065017126,10.8562504316339,1.86240105577762e-27,1.44894802139499e-24,"ENSG00000056558"
898.249477267091,1.3610390129661,0.0995138999175033,13.6768734226515,1.39565881600181e-42,3.52892331626057e-39,"ENSG00000118503"
719.218629685104,1.0391515179324,0.106674974715429,9.74128675169116,2.00992952192304e-22,1.01642135923648e-19,"ENSG00000171246"
628.493288946415,1.21366784409678,0.105640425844602,11.4886686076227,1.50412162457318e-30,1.69029845677035e-27,"ENSG00000095752"
469.072752657614,-1.0175513352069,0.257004651216962,-3.95927206137559,7.5178557429004e-05,0.0021238992453546,"ENSG00000151779"
443.843014124188,1.16150883099329,0.139280981016568,8.33932115150112,7.47182315666992e-17,2.60586273815723e-14,"ENSG00000120217"
429.096092106948,1.22806165479467,0.118023094026584,10.4052657229784,2.34600651798344e-25,1.48296937018028e-22,"ENSG00000023445"
330.773269788307,-1.13208275223586,0.296273201599283,-3.82107712113305,0.00013287009071936,0.0033429057152627,"ENSG00000181722"
316.538496547268,-1.50106056356791,0.339725315438208,-4.41845366051601,9.9409588114797e-06,0.000398858885021487,"ENSG00000133703"
271.064584134831,-1.13360953982202,0.308052268617059,-3.67992595838084,0.00023330168351614,0.00535059688680779,"ENSG00000139793"
253.558111410503,-1.2995488252479,0.163469848977139,-7.94977687554873,1.86847735762252e-15,5.90555624843566e-13,"ENSG00000080200"
227.339492058168,1.02394400114443,0.200768126217547,5.10013227913932,3.39416188280809e-07,2.29025087382195e-05,"ENSG00000136167"
212.650308679181,1.06609259449981,0.231749878020902,4.60018621629502,4.22113423835285e-06,0.000195183020848097,"ENSG00000148848"
210.201301014249,-1.08020430715074,0.234830593441684,-4.59993006583696,4.22632801717751e-06,0.000195183020848097,"ENSG00000115568"
210.110991649175,2.50678578876251,0.258928269691048,9.68139088000548,3.61760442589437e-22,1.7423071982617e-19,"ENSG00000162892"
203.938675682253,-1.50577653292614,0.459006409914192,-3.28051308304742,0.00103618458953075,0.0166450703439146,"ENSG00000154059"
196.852560582059,1.04577304383451,0.211421640588237,4.94638600346143,7.56039687184827e-07,4.47168736619143e-05,"ENSG00000261150"
196.14772520274,1.07369455692389,0.173301975010583,6.19551252579968,5.80956719355458e-10,7.53307212764244e-08,"ENSG00000136244"
182.815568755646,-1.6323633532603,0.329499445023988,-4.95407011426519,7.26769989296292e-07,4.32385392455453e-05,"ENSG00000147202"
174.658484726614,1.54828217859837,0.26416565818937,5.86102746742526,4.60011869675851e-09,4.69955560596116e-07,"ENSG00000166750"
160.466367357194,-1.2771355458877,0.350700999344037,-3.64166497465505,0.000270880448975523,0.00603454815184678,"ENSG00000213995"
159.998081175236,1.45737542452868,0.203336799610605,7.16729793780362,7.64924452789099e-13,1.4877780606748e-10,"ENSG00000115008"
158.299394609405,-1.20444165828841,0.385794759677163,-3.1219751644535,0.00179642092432972,0.0247534076684888,"ENSG00000147394"
136.634377013034,1.21758735267594,0.227620969727207,5.34918796864437,8.83497438374847e-08,6.98101022790876e-06,"ENSG00000139278"
134.301440249346,-1.0368958629124,0.313821582067582,-3.30409354283704,0.000952840332111686,0.0155938950145269,"ENSG00000005469"
127.739744360352,1.93746752224843,0.470421050479906,4.11858168394442,3.81211442613585e-05,0.00123973393266682,"ENSG00000140396"
127.028588850893,1.04587609126084,0.25740448905022,4.06316181633021,4.84124434688674e-05,0.00150008674747846,"ENSG00000087085"
126.55372971413,1.1933432012656,0.222034847325577,5.37457617864713,7.67630246440702e-08,6.16175580357243e-06,"ENSG00000128564"
116.777398466394,-1.11584712752991,0.317020125718276,-3.51979901907404,0.000431873918785278,0.0087359456291886,"ENSG00000131069"
115.21157089163,1.15328622895509,0.254515372791463,4.53130282979031,5.86210346313779e-06,0.000251324650355516,"ENSG00000164949"
112.905405397836,1.28288367840928,0.331254794179054,3.87280033663705,0.000107591967019639,0.00279739114251061,"ENSG00000074181"
112.595938188508,1.11307249791578,0.3575074297033,3.11342480026089,0.00184929630182689,0.0251466150086005,"ENSG00000225614"
108.610773849868,1.52967103077746,0.253809633223357,6.02684386463502,1.6719237639698e-09,1.85822384052643e-07,"ENSG00000122641"
101.51214552589,1.95802416169436,0.250376364683965,7.82032347248853,5.26877701616436e-15,1.36636950619196e-12,"ENSG00000122862"
98.0272333236906,-1.43407537879943,0.365016956621325,-3.92879112267424,8.53739532860216e-05,0.00235921356157055,"ENSG00000114739"
97.2197155985696,1.62036321167104,0.459687575317077,3.52492279251482,0.000423606234990751,0.00858587867875041,"ENSG00000058085"
93.4888516842614,1.34202665728474,0.386551308165722,3.47179437486055,0.000516992166356894,0.0099407961416989,"ENSG00000145022"
92.3881424066364,-1.01484584131815,0.351551463862319,-2.88676323565417,0.00389227004624538,0.0433536968558923,"ENSG00000187097"
89.746265580554,1.05983173206235,0.258915313936035,4.0933528262611,4.25179987774379e-05,0.00134804714619124,"ENSG00000162692"
84.7988698239191,1.29201341913142,0.299206330804293,4.31813530034065,1.57352964364073e-05,0.000578715593301176,"ENSG00000163395"
79.8005258195751,1.5876388947498,0.325410368609912,4.87888232182608,1.06688692175753e-06,5.99471907036423e-05,"ENSG00000196878"
