"gene_id","WT.1_count","WT.2_count","WT.3_count","KO.1_count","KO.2_count","KO.3_count","WT.12h.1_count","WT.12h.2_count","WT.12h.3_count","WT.24h.1_count","WT.24h.2_count","WT.24h.3_count","KO.12h.1_count","KO.12h.2_count","KO.12h.3_count","KO.24h.1_count","KO.24h.2_count","KO.24h.3_count"
"C2R79_RS01465",1257,1280,2134,875,1199,837,2529,1624,1969,2292,1951,2367,1345,1165,1499,2581,1882,2139
"C2R79_RS01470",21,10,34,9,13,6,20,7,13,11,6,11,6,3,5,14,4,7
"C2R79_RS01475",138,121,233,126,167,105,3980,2721,3622,1987,1944,2227,2037,1710,2018,1680,1787,1691
"C2R79_RS01480",6854,6530,12103,5290,7197,4902,3004,2036,2344,2569,2563,2860,1569,1445,1713,2517,1749,1943
"C2R79_RS01485",5926,5465,10037,3850,5466,3690,1550,1025,1135,1212,1243,1336,731,676,816,1242,918,1074
"C2R79_RS01490",13063,12516,22461,6548,9231,6367,5691,3828,4263,4959,5273,5576,2676,2416,2988,4557,3428,3780
"C2R79_RS01495",528,547,927,216,307,204,25,8,19,24,20,19,13,28,11,15,12,11
"C2R79_RS01500",58,58,90,63,138,89,363,243,294,170,213,216,143,173,165,173,134,120
"C2R79_RS01505",613,594,1141,744,1027,692,3416,2128,2591,1577,1527,1735,1508,1263,1454,1324,1001,1089
"C2R79_RS01510",27,17,35,17,26,21,35,19,24,17,12,14,12,8,17,9,10,8
"C2R79_RS01515",47,47,81,67,90,51,113,65,81,46,65,51,64,68,59,56,42,43
"C2R79_RS01520",179,157,332,255,417,265,103,59,75,35,33,48,41,37,67,36,27,49
"C2R79_RS01525",62,82,159,147,213,161,241,148,177,90,100,113,86,60,110,83,50,82
"C2R79_RS01530",43,49,92,76,118,76,125,55,68,46,53,46,36,27,49,35,17,44
"C2R79_RS01535",82,74,134,122,163,85,1346,743,1031,383,372,444,490,421,533,358,218,302
"C2R79_RS01540",10,21,23,36,52,29,287,167,173,34,49,45,126,113,150,79,44,62
"C2R79_RS01545",1,1,3,5,2,1,40,11,26,5,4,3,11,13,11,1,3,3
"C2R79_RS01550",9,17,18,17,25,10,738,422,536,75,89,118,248,205,309,71,55,60
"C2R79_RS01555",978,898,1572,789,1021,725,1733,1048,1195,767,751,781,683,617,776,952,718,754
"C2R79_RS01560",1452,1291,2349,1155,1659,1108,3300,2145,2562,2690,2633,3085,1608,1491,1748,3738,2594,3309
"C2R79_RS01565",368,340,660,493,652,437,3404,1977,2417,1925,2233,2507,1545,1351,1661,3066,2166,2398
"C2R79_RS01570",69,57,112,75,134,81,405,253,274,102,104,114,186,181,191,183,134,134
"C2R79_RS01575",26,36,40,21,41,30,23,9,10,13,10,16,2,7,3,6,6,6
"C2R79_RS01580",561,556,904,405,615,409,316,209,198,290,216,286,110,110,102,170,126,120
"C2R79_RS01585",486,423,801,638,893,642,597,393,485,472,577,606,300,236,352,550,429,453
"C2R79_RS01590",28477,27654,50144,21081,29864,19518,16277,10702,12292,23517,21551,24487,7051,6514,7912,17775,13538,14815
"C2R79_RS01595",17234,16696,29538,13268,18031,12595,13518,8795,9890,13445,14966,16144,5589,5455,6603,13286,10287,10388
"C2R79_RS01600",265,210,460,397,520,353,526,317,436,221,196,243,213,178,262,86,58,101
"C2R79_RS01605",78,74,170,47,85,61,629,388,424,428,408,466,282,227,271,371,346,343
"C2R79_RS01610",153,126,299,100,179,94,104,49,71,83,56,98,34,32,36,71,44,55
"C2R79_RS01615",2828,2735,4933,1048,1494,1002,2672,2062,2313,2758,2556,2935,1076,1023,1085,1446,1320,1371
"C2R79_RS01620",231,214,385,220,328,204,120,89,103,60,50,54,69,65,92,63,53,61
"C2R79_RS01625",753,795,1312,564,835,571,2097,1417,1549,1224,1203,1288,943,949,1050,1222,995,1030
"C2R79_RS01630",49,46,89,47,61,32,30,14,16,16,17,12,24,9,26,14,12,7
"C2R79_RS01635",5169,4941,8768,4750,6842,4638,33320,22508,23894,16601,16860,19078,13079,12932,15607,18385,14905,15095
"C2R79_RS01640",146,134,293,204,305,236,151,63,86,67,45,45,58,65,78,71,58,60
"C2R79_RS01645",3213,2931,5340,4073,5832,3907,9294,6083,6842,4240,4361,4752,3606,3325,4143,4181,3091,3311
"C2R79_RS01650",436,422,776,913,1324,891,1138,695,811,426,411,444,468,419,566,418,277,372
"C2R79_RS01665",25,26,60,43,60,35,908,590,816,138,144,116,392,339,371,125,117,127
"C2R79_RS01670",71,52,116,100,179,100,1277,805,1043,254,284,304,541,461,585,267,221,231
"C2R79_RS01675",59,58,121,188,251,153,238,135,164,84,50,76,184,149,203,116,98,83
"C2R79_RS01680",1056,946,1778,1209,1712,1047,6781,4680,4940,2027,2292,2530,3247,3461,3618,3628,3317,2891
"C2R79_RS01685",447,448,767,478,681,500,93,54,53,66,45,44,43,39,49,49,29,41
"C2R79_RS01690",741,737,1262,1707,2385,1651,31285,20839,23728,13815,15882,17286,11597,11008,13559,8949,7414,6892
"C2R79_RS01695",121,102,209,222,231,186,3368,2159,2576,1013,1236,1354,1280,1299,1597,825,646,678
"C2R79_RS01700",0,0,0,4,5,2,8,1,1,2,0,4,7,1,4,3,4,0
"C2R79_RS01705",683166,643453,1173452,41563,56580,38332,331434,271047,280390,828001,740434,871585,6584,6263,6713,8675,7228,7864
"C2R79_RS01710",50,54,78,56,83,53,238,168,182,105,66,113,118,92,101,72,38,37
"C2R79_RS01715",2062,2013,3691,1487,1962,1430,1575,1111,1249,1727,1638,1720,738,753,865,1217,874,1012
"C2R79_RS01720",3747,3438,6883,3012,3939,2689,2684,1876,2368,2918,2103,2759,1360,1148,1377,1688,1387,1568
"C2R79_RS01725",1692,1593,3037,2151,3015,1880,23394,14351,18038,11843,11667,13524,9970,8824,11100,10927,8209,9242
"C2R79_RS01730",1733,1573,3009,1390,1884,1108,8111,5706,7432,11806,10647,12139,4137,3446,4167,7299,6816,6592
"C2R79_RS01735",3826,3606,6990,3237,4402,2818,9458,6533,7817,11883,12881,13885,4142,4059,4592,9666,7702,7686
"C2R79_RS01740",16383,15385,29066,13342,18272,12324,24461,15753,18206,25242,24828,28916,9970,9485,11737,20976,16284,17077
"C2R79_RS01745",2772,2610,4492,3051,4281,2837,3310,2374,2540,3037,2967,3235,1662,1768,1819,2859,2352,2428
"C2R79_RS01750",75,108,140,140,182,121,326,235,228,143,140,149,170,180,191,188,141,169
"C2R79_RS01755",24,18,35,16,47,27,77,47,32,51,36,49,42,36,44,60,36,37
"C2R79_RS01760",228,198,446,212,308,172,1269,875,1101,695,610,768,700,631,721,710,589,571
"C2R79_RS01765",0,0,3,1,1,0,1,0,1,2,5,2,3,0,0,1,2,0
"C2R79_RS01770",231,205,381,384,581,367,247,194,238,193,191,196,173,177,160,190,136,166
"C2R79_RS01780",241,217,439,289,392,212,1024,702,794,526,612,641,503,426,517,641,586,549
"C2R79_RS01785",1615,1491,2933,1418,2094,1490,1121,822,898,1249,1084,1334,589,533,689,1249,1059,984
"C2R79_RS01790",196,239,357,213,293,219,224,137,181,156,150,131,124,106,123,137,126,145
"C2R79_RS01795",814,795,1420,1408,2062,1309,8230,5641,6503,3310,3426,3897,3817,3555,4109,3139,2732,2620
"C2R79_RS01800",700,714,1256,946,1452,922,9051,5575,7045,2686,2956,3253,4662,4061,5042,4700,3968,4033
"C2R79_RS01805",90,76,144,63,100,55,583,360,505,219,230,268,195,123,177,75,101,97
"C2R79_RS01810",354,347,605,57,70,60,4295,2564,3121,1295,1164,1342,416,387,524,429,304,358
"C2R79_RS01815",357,378,689,147,229,134,2046,1358,1838,990,860,1073,545,458,510,581,534,582
"C2R79_RS01820",1104,1001,1966,796,1100,711,5162,3304,4182,2672,2769,3158,1560,1387,1628,2501,2151,1916
"C2R79_RS01825",842,748,1536,802,1101,808,3968,2311,2996,1578,1589,1735,1072,951,1258,1471,1049,1220
"C2R79_RS01830",49,36,74,112,126,101,158,93,123,80,68,65,98,57,54,32,34,45
"C2R79_RS01835",2905,2777,5129,3285,4469,3158,4568,2901,3349,3898,3554,3924,2087,1994,2292,3272,2245,2810
"C2R79_RS01840",372,413,620,389,587,272,113,72,84,136,131,118,45,48,80,116,63,87
"C2R79_RS01845",5203,5001,8681,4656,6428,3870,4879,3739,4049,5021,5132,5319,2526,2436,2682,4859,3975,3736
"C2R79_RS01850",48,63,96,46,71,41,27,16,15,67,65,68,25,24,19,71,45,36
"C2R79_RS01855",158,131,244,270,436,249,2712,1695,1939,812,771,862,1340,1149,1507,980,800,942
"C2R79_RS01860",184,166,340,415,611,386,2493,1530,1963,1167,1222,1415,1436,1254,1628,1644,1049,1412
"C2R79_RS01865",1880,1846,3360,5445,7605,5347,3726,2074,2493,2849,2832,3035,2179,1981,2560,4309,2688,3878
"C2R79_RS01870",232,258,410,1212,1852,1300,205,106,112,292,212,305,405,355,383,897,437,633
"C2R79_RS01875",878,836,1558,773,1100,788,369,245,279,591,522,521,272,216,283,605,375,469
"C2R79_RS01885",1399,1272,2215,998,1496,1032,3344,2292,2514,2040,2083,2338,1318,1242,1585,1920,1426,1519
"C2R79_RS01890",2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS01895",230,208,362,440,602,406,2064,1234,1489,864,733,896,821,765,972,1006,731,888
"C2R79_RS01900",136,158,241,428,605,448,377,213,247,143,137,144,200,133,222,178,127,181
"C2R79_RS01905",249,224,367,399,566,375,2502,1523,1840,806,835,1053,921,918,1074,775,630,655
"C2R79_RS01910",334,332,486,506,740,516,698,408,521,219,216,267,331,265,388,234,205,201
"C2R79_RS01915",401,359,634,829,1179,759,2363,1450,1723,853,823,978,996,1025,1153,1012,827,878
"C2R79_RS01920",91,69,149,82,124,75,577,335,450,201,200,221,253,232,282,169,129,146
"C2R79_RS01925",83,66,149,191,228,158,2167,1426,1780,1070,1109,1416,1026,981,1290,782,784,736
"C2R79_RS01930",1783,1661,2998,2088,2752,1869,3980,2283,2776,2470,2363,2652,1654,1467,1842,2558,1831,2053
"C2R79_RS01935",2142,2040,3643,1694,2404,1441,4634,3038,3717,3337,3372,3769,1995,1702,2098,3215,2619,2878
"C2R79_RS01940",60,56,101,145,207,138,897,521,625,123,110,133,98,99,146,74,64,84
"C2R79_RS01945",205,204,392,319,446,263,4906,2966,3647,1605,1503,1770,2051,1752,2226,1409,1020,1177
"C2R79_RS01950",1115,1132,2110,1703,2301,1363,11791,7621,8880,5800,5742,6808,5098,4702,5523,5242,4201,4296
"C2R79_RS01955",277,242,474,237,333,216,465,316,381,203,257,261,262,184,284,242,207,190
"C2R79_RS01960",30,40,46,19,27,15,8,9,12,5,5,3,4,4,1,1,4,6
"C2R79_RS01965",91,61,129,82,123,89,1775,912,1229,628,638,623,687,600,852,460,297,377
"C2R79_RS01970",112,106,212,140,149,107,2083,1149,1411,862,908,949,760,643,860,647,443,506
"C2R79_RS01975",218,203,322,147,206,139,832,495,613,655,668,751,385,362,400,610,530,522
"C2R79_RS01980",141,125,223,137,176,117,31,31,37,37,39,26,19,17,16,25,13,12
"C2R79_RS01985",375,331,612,238,436,301,1434,957,1181,1054,1029,1135,549,546,682,675,433,509
"C2R79_RS01990",2,1,5,1,7,5,11,7,4,8,20,11,4,2,7,10,3,3
"C2R79_RS01995",0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1
"C2R79_RS02000",465,474,860,384,600,348,2531,1429,1745,2603,2119,2427,769,633,954,1037,739,976
"C2R79_RS02005",541,549,1033,488,689,499,1303,888,974,1486,1325,1472,535,446,552,740,575,613
"C2R79_RS02010",1109,984,1816,682,872,592,16855,8717,10845,15593,16664,18775,4449,3818,5332,9179,5881,7275
"C2R79_RS02015",317,372,549,129,224,149,1273,785,954,987,975,1040,401,306,445,555,414,486
"C2R79_RS02020",211,254,401,180,273,164,1527,1201,1336,1515,1338,1648,726,714,691,948,835,781
"C2R79_RS02025",9904,9500,16708,23776,34599,23778,4214,3177,3211,6469,6247,6784,2645,2585,2661,7077,5362,6130
"C2R79_RS02030",1304,1173,2057,3143,4615,3160,643,422,488,1216,959,1018,425,410,412,1468,945,1234
"C2R79_RS02035",7931,7647,13296,14898,20872,13612,10214,8402,8709,10979,11082,13705,6314,6654,6317,18458,16185,16456
"C2R79_RS02040",431,458,795,713,932,579,4810,3250,3537,3025,2922,3437,1866,1834,2118,2219,1698,1817
"C2R79_RS02045",54,83,109,37,75,51,4,1,2,13,2,8,2,3,2,2,1,2
"C2R79_RS02050",1513,1313,2614,162,169,123,3249,1649,2231,761,525,644,245,233,289,95,63,81
"C2R79_RS02055",20495,19684,35026,1614,2278,1582,9739,6223,6685,3697,3117,3186,1156,1300,1313,487,463,433
"C2R79_RS02060",564,524,1006,563,795,507,1437,983,1052,1936,1952,2263,519,511,659,1327,858,1018
"C2R79_RS02065",456,451,845,439,573,402,3278,1744,2261,3061,3194,3546,1178,1164,1366,2158,1623,1848
"C2R79_RS02070",0,0,1,1,3,2,5,1,1,2,1,3,1,2,0,1,2,0
"C2R79_RS02075",321,356,641,450,639,471,2600,1970,2151,1280,1147,1504,508,479,454,377,342,355
"C2R79_RS02080",623,602,1164,1808,2611,1791,2424,1706,1943,1432,1452,1503,1319,1187,1384,1358,1007,976
"C2R79_RS02085",118,157,226,277,437,345,50,53,60,67,59,49,64,27,52,70,23,26
"C2R79_RS02090",134,111,225,334,474,301,1633,946,1158,567,518,720,764,768,923,481,339,407
"C2R79_RS02095",151,109,245,177,228,154,374,220,263,216,197,196,129,151,166,119,92,110
"C2R79_RS02100",857,718,1413,1157,1583,1104,5963,3725,4391,3336,3329,3970,2188,1909,2458,2102,1552,1641
"C2R79_RS02105",334,320,704,534,740,445,3570,2283,2733,1926,2118,2232,1365,1254,1553,1231,825,1018
"C2R79_RS02110",1,6,10,9,15,14,0,2,1,1,3,2,0,1,1,1,0,2
"C2R79_RS02115",392,340,594,465,550,373,6789,4366,5089,2740,2978,3234,2286,2093,2688,1475,1101,1156
"C2R79_RS02120",115,80,175,139,258,134,1088,636,745,392,336,433,331,266,321,173,122,131
"C2R79_RS02125",164,202,334,298,421,261,5301,3035,3710,1120,1176,1354,1478,1313,1924,879,647,865
"C2R79_RS02130",48,57,79,81,104,70,1704,955,1167,335,344,330,469,443,531,253,170,228
"C2R79_RS02135",41,41,73,65,71,54,2814,1424,1955,315,322,345,810,658,966,344,201,264
"C2R79_RS02140",2400,2323,4202,2030,2836,1879,16759,8309,11190,15862,17237,19478,4695,3839,6038,9731,6883,7291
"C2R79_RS02150",4778,4554,7988,4185,5761,3641,28519,17569,20740,47025,45760,52405,10222,9668,11280,26355,20366,21613
"C2R79_RS02155",93,100,163,102,132,97,46,25,29,98,84,99,20,26,25,51,46,45
"C2R79_RS02160",3667,3496,6294,2933,4074,2656,10789,6897,7744,24421,25704,26945,4559,4322,5436,16194,11591,12806
"C2R79_RS02165",1784,1743,3197,1844,2447,1853,3335,2388,2630,3335,3443,3690,1548,1499,1662,2685,2267,2360
"C2R79_RS02170",2762,2557,4424,1370,1958,1281,659,518,585,1286,1232,1295,290,276,330,391,294,284
"C2R79_RS02175",905,882,1467,1037,1425,1018,1728,977,1332,3261,3420,3728,829,767,878,2399,1549,1854
"C2R79_RS02180",8441,8157,14619,5600,7907,5351,6643,4212,4862,14362,12859,14764,2968,2530,3248,8060,5867,6534
"C2R79_RS02185",956,861,1583,551,837,559,663,437,442,424,441,434,270,322,296,211,181,179
"C2R79_RS02190",19,25,56,35,83,47,242,136,161,102,116,126,117,85,101,102,88,118
"C2R79_RS02195",118,87,162,137,238,171,751,425,489,378,330,366,297,230,342,319,195,238
"C2R79_RS02200",92,73,113,98,147,102,521,255,304,322,249,304,205,173,246,177,109,155
"C2R79_RS02205",63,57,96,102,166,81,782,451,501,500,542,547,428,374,481,841,765,778
"C2R79_RS02210",127,115,193,145,225,144,2402,1333,1712,1405,1381,1590,799,689,918,1005,841,932
"C2R79_RS02215",47,61,77,78,132,68,166,145,141,56,84,95,77,89,71,51,53,29
"C2R79_RS02220",1831,1894,3093,2656,3695,2548,2770,1679,1946,2617,2510,2966,1232,1120,1235,1664,1172,1363
"C2R79_RS02225",8591,8437,14764,12873,18513,13088,5416,3385,3860,5934,5262,5976,2495,2573,2840,4500,3489,3782
"C2R79_RS02230",567,568,1009,603,818,507,2434,1750,1941,1951,1874,2166,1106,964,1158,1671,1412,1371
"C2R79_RS02235",15,15,29,31,30,23,190,105,105,165,121,180,98,92,97,47,39,47
"C2R79_RS02250",1043,885,1904,1079,1338,996,1890,1227,1387,1592,1539,1616,799,742,923,1268,996,1055
"C2R79_RS02255",4733,4451,8286,4818,6763,4808,11894,7484,8923,11436,11093,13397,6390,5694,6967,14231,10138,11612
"C2R79_RS02260",1413,1352,2471,1826,2618,1868,4120,2695,3073,3203,3181,3686,1779,1698,2012,2597,1949,2072
"C2R79_RS02265",462,438,780,700,1021,639,3515,2194,2578,1934,1942,2083,1385,1211,1563,1571,1114,1187
"C2R79_RS02270",376,386,654,330,397,295,576,366,432,472,514,582,237,190,245,451,315,372
"C2R79_RS02275",110,87,162,142,226,148,38,25,28,37,25,21,17,22,39,15,7,16
"C2R79_RS02280",1367,1442,2470,2062,3063,2019,7288,4247,5069,4355,3889,4528,3024,2853,3350,3835,2729,3246
"C2R79_RS02285",1726,1674,3022,2286,3082,2052,6815,4718,5169,5741,5553,6170,2800,2757,3191,4400,3692,3596
"C2R79_RS02290",1240,1190,2042,1716,2384,1572,7809,4603,5724,4228,4289,5208,3375,2996,3893,4779,3469,4123
"C2R79_RS02295",104,105,197,124,206,126,1042,650,753,302,380,364,414,364,511,282,215,263
"C2R79_RS02300",92,114,197,95,120,69,470,265,329,85,75,93,174,156,210,79,65,91
"C2R79_RS02305",221,195,349,269,353,224,5238,2885,3299,816,856,890,1826,1691,2205,907,763,850
"C2R79_RS02310",4,3,2,6,10,2,31,17,21,1,3,4,17,14,12,6,3,4
"C2R79_RS02315",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"C2R79_RS02325",0,1,0,1,1,0,1,0,0,1,2,1,1,0,2,1,0,0
"C2R79_RS02330",8,5,7,1,10,7,10,10,4,10,16,11,1,9,9,6,5,5
"C2R79_RS02335",0,8,11,13,13,3,30,16,31,14,13,28,23,19,11,28,16,8
"C2R79_RS02340",8,4,18,16,18,8,126,73,86,125,107,150,63,42,65,55,61,56
"C2R79_RS02345",761,684,1238,705,1015,704,2775,1822,2017,1745,1686,2024,1041,1076,1147,1469,1135,1190
"C2R79_RS02350",117,138,182,190,286,185,462,252,301,370,285,317,181,169,206,286,207,245
"C2R79_RS02355",238,217,384,388,545,356,2466,1478,1890,1136,1206,1306,1073,1096,1222,1529,1184,1295
"C2R79_RS02360",233,240,404,202,371,195,122,58,86,106,63,100,53,42,55,58,36,47
"C2R79_RS02365",120,107,192,233,291,208,2592,1638,2095,1347,1367,1591,1088,850,1162,638,525,530
"C2R79_RS02370",71,58,96,105,130,93,785,455,540,230,234,229,314,315,328,151,104,129
"C2R79_RS02375",22,35,57,40,67,47,228,110,124,75,67,92,112,116,144,78,58,94
"C2R79_RS02380",4887,4758,8208,2665,3717,2513,7799,5652,5961,7962,7682,8535,2976,2700,3235,5605,4526,4449
"C2R79_RS02385",3407,3153,5915,2834,3887,2653,7253,4809,5468,4873,5066,5705,3221,2763,3361,4382,3545,3697
"C2R79_RS02390",32,22,46,48,55,37,103,52,68,48,52,53,53,32,54,46,38,35
"C2R79_RS02395",39,34,64,61,84,52,482,321,389,224,190,218,206,230,245,211,172,182
"C2R79_RS02400",1424,1424,2419,1669,2317,1616,795,493,541,745,711,822,461,386,438,931,698,722
"C2R79_RS02405",318,266,456,437,549,395,2476,1648,1945,1466,1677,1867,949,966,1211,1400,1158,1098
"C2R79_RS02410",624,591,1113,811,1147,781,4104,2499,3074,3585,3464,3868,1854,1834,2083,2800,2275,2386
"C2R79_RS02415",2258,2152,3900,2645,3793,2684,3673,2384,2676,2422,2530,2833,2144,2005,2075,2867,2395,2302
"C2R79_RS02420",32,41,91,132,182,90,4513,2801,3471,1018,1014,1148,1555,1502,1654,495,358,438
"C2R79_RS02440",7600,7454,13345,3125,4603,3500,1828,1572,1533,543,397,523,1010,945,948,455,344,364
"C2R79_RS02450",699,673,1088,337,462,296,372,258,280,344,362,360,167,134,169,304,242,193
"C2R79_RS02455",2930,2687,4991,2123,2828,1889,3764,2052,2639,3696,3711,4120,1454,1239,1666,3219,2428,2535
"C2R79_RS02460",988,943,1691,821,1178,751,1057,502,705,889,951,962,318,322,422,758,479,567
"C2R79_RS02465",451,381,700,441,618,416,439,237,352,329,297,353,146,149,195,239,133,209
"C2R79_RS02470",718,667,1195,322,458,264,4970,3508,3743,5538,5533,6792,2483,2439,2754,7058,6655,6315
"C2R79_RS02475",90,83,123,58,78,47,2652,1552,1930,2037,2104,2466,1069,989,1219,1497,1094,1254
"C2R79_RS02480",4,0,3,1,1,0,9,5,5,4,4,8,4,7,3,0,1,2
"C2R79_RS02485",4,5,10,8,6,8,65,28,31,23,42,44,19,19,36,16,10,2
"C2R79_RS02490",19,16,32,24,32,17,231,162,200,203,165,165,136,121,134,141,94,130
"C2R79_RS02495",1901,1907,3547,2506,3450,2336,5874,3686,4527,6107,5807,6447,2701,2576,3065,5022,4113,4294
"C2R79_RS02500",2,3,3,4,10,5,40,22,40,13,6,10,25,31,13,11,6,17
"C2R79_RS02505",8,8,30,10,20,13,373,148,304,134,100,134,142,122,180,92,73,85
"C2R79_RS02510",90,79,143,107,122,88,1038,615,670,413,368,356,398,323,456,356,224,302
"C2R79_RS02515",415,362,720,428,627,361,5471,3254,3838,2419,2549,2983,2231,2102,2536,3022,2420,2516
"C2R79_RS02520",676,658,1162,570,852,591,3691,2157,2612,1890,2038,2288,1539,1310,1697,1820,1130,1415
"C2R79_RS02525",598,696,1162,822,1158,768,2160,1296,1699,1066,916,1170,995,820,1102,927,682,815
"C2R79_RS02530",63,64,138,59,81,75,515,269,385,285,301,345,180,170,235,315,221,246
"C2R79_RS02535",225,205,417,238,332,190,1123,721,873,777,775,837,471,466,469,630,610,628
"C2R79_RS02540",83,96,150,102,155,77,649,441,498,529,560,536,276,332,281,401,296,342
"C2R79_RS02545",82,56,155,120,133,91,307,194,222,120,119,145,122,116,127,95,79,98
"C2R79_RS02550",33,25,58,61,88,53,11,10,4,22,9,18,7,5,18,25,4,10
"C2R79_RS02565",1081,1060,1891,516,679,426,1066,693,847,1099,1086,1153,307,297,347,535,461,487
"C2R79_RS02570",3237,2977,5607,1422,1946,1286,2209,1627,1834,2579,3164,3153,708,799,726,1392,1128,1129
"C2R79_RS02575",97,99,142,116,148,84,101,63,75,84,75,84,53,62,40,91,70,76
"C2R79_RS02580",537,581,958,640,942,631,342,207,251,239,226,226,177,138,169,218,141,183
"C2R79_RS02585",101,101,202,102,126,83,285,170,236,289,234,261,177,119,160,173,174,192
"C2R79_RS02590",7226,6546,11617,6715,9218,6249,184889,138125,150339,43843,46758,56739,71437,73534,81071,62139,56445,48805
"C2R79_RS02595",3749,3441,6140,3601,5040,3716,6265,4737,5297,2723,2529,2869,3185,2998,3277,3793,3065,3050
"C2R79_RS02600",2208,2142,3685,1095,1630,1194,631,450,505,1504,1565,1642,377,388,426,1684,1370,1175
"C2R79_RS02605",1370,1301,2396,4129,5507,3597,1343,873,1041,2049,2052,2473,1564,1673,1763,3909,2819,3258
"C2R79_RS02615",439,409,709,860,1181,706,938,566,717,486,498,521,545,482,558,806,644,637
"C2R79_RS02620",102,126,182,87,119,122,64,48,43,35,27,30,34,30,37,27,21,24
"C2R79_RS02625",30,27,44,23,43,18,93,62,77,57,51,70,37,33,55,34,35,27
"C2R79_RS02630",71,68,87,60,83,66,140,69,107,115,97,105,79,62,91,102,73,106
"C2R79_RS02635",112,107,194,122,194,120,250,174,202,152,145,160,135,113,127,144,140,126
"C2R79_RS02640",3,0,0,2,2,0,16,7,13,12,4,6,5,2,3,4,2,3
"C2R79_RS02655",379,324,680,592,730,499,2315,1453,1742,1040,1142,1278,1167,1059,1249,1736,1332,1426
"C2R79_RS02660",104,117,207,148,256,163,178,89,89,103,93,104,73,76,97,131,104,98
"C2R79_RS02665",988,940,1662,1114,1426,990,6149,4049,4435,4042,4303,4673,2929,2854,3325,6406,5819,5035
"C2R79_RS02670",39,63,75,49,84,53,45,50,36,31,31,29,39,24,30,32,37,20
"C2R79_RS02675",632,564,1023,1042,1356,876,2764,1726,2139,1934,1942,2243,1540,1283,1535,1699,1271,1370
"C2R79_RS02680",15,9,16,29,26,34,148,89,115,56,56,38,77,50,60,47,35,43
"C2R79_RS02685",121,118,226,154,273,141,2638,1633,1862,1041,1078,1362,1166,1102,1394,1289,1159,1189
"C2R79_RS02690",32,38,60,32,53,28,119,89,89,37,46,53,63,51,101,64,45,50
"C2R79_RS02695",737,627,1110,616,913,615,2675,1787,2067,1358,1509,1511,1175,1121,1377,1433,1100,1191
"C2R79_RS02705",135,131,232,185,282,188,1590,835,1061,637,639,735,769,683,845,768,501,639
"C2R79_RS02710",334,357,509,768,1098,763,5208,3052,3669,2839,2527,2943,2353,2187,2662,3016,2293,2523
"C2R79_RS02715",34,39,63,31,74,35,667,458,463,181,211,258,437,411,438,478,498,447
"C2R79_RS02720",553,540,988,423,639,467,563,339,408,371,346,318,223,201,269,324,237,335
"C2R79_RS02725",133,89,209,141,190,105,344,194,281,330,243,293,193,147,206,289,205,245
"C2R79_RS02730",127,116,235,175,221,159,489,290,396,190,157,184,278,174,250,235,170,199
"C2R79_RS02735",77,90,173,110,155,82,894,548,731,358,340,384,448,397,505,437,279,367
"C2R79_RS02740",599,503,909,550,696,525,2366,1414,1689,1961,2015,2209,1188,1068,1350,1774,1382,1525
"C2R79_RS02745",452,440,777,113,180,107,49,27,36,30,35,34,20,11,15,14,13,10
"C2R79_RS02750",8688,8353,15335,2184,3111,2008,4859,3021,3584,3581,3208,3700,950,1045,1076,1608,1149,1308
"C2R79_RS02755",35,25,67,11,13,2,9,3,6,11,10,10,1,3,6,2,0,2
"C2R79_RS02760",166,182,295,43,54,36,39,26,19,29,24,34,3,6,8,7,3,7
"C2R79_RS02765",189,179,344,336,472,273,902,572,652,436,483,497,433,356,455,541,405,412
"C2R79_RS02770",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"C2R79_RS02775",170,179,306,330,459,300,2700,1624,1891,1168,1244,1234,935,915,1057,1217,949,1072
"C2R79_RS02780",332,288,523,427,622,405,6232,3663,4323,1903,2040,2235,2293,2304,2814,2593,2023,2124
"C2R79_RS02785",20,26,47,61,60,36,780,457,573,118,120,122,350,254,369,170,131,184
"C2R79_RS02790",719,696,1326,1204,1658,1227,1652,1044,1263,1013,1052,1206,827,777,941,1088,896,793
"C2R79_RS02795",981,927,1675,1404,2171,1354,1949,1439,1504,1195,1145,1326,1091,991,1077,1173,947,955
"C2R79_RS02800",67,58,151,69,77,53,328,194,315,109,83,111,117,98,105,94,97,96
"C2R79_RS02805",383,368,713,379,515,316,1044,869,846,616,666,717,678,673,710,968,949,863
"C2R79_RS02810",2,3,5,10,15,8,0,0,3,7,1,8,0,0,2,0,0,0
"C2R79_RS02820",0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS02840",4,4,9,10,11,6,38,32,47,46,55,46,19,25,17,24,24,23
"C2R79_RS02845",2,2,1,2,7,3,12,2,7,11,19,17,11,6,13,5,5,5
"C2R79_RS02850",2,4,2,7,4,2,11,10,4,20,12,14,11,9,3,5,6,6
"C2R79_RS02860",0,0,1,4,3,0,14,12,12,6,2,5,12,13,7,5,2,2
"C2R79_RS02865",177,178,319,273,398,272,133,78,83,110,95,142,64,59,73,64,70,63
